52,53,0,0, ,shuofeng21,硕丰21,11569713.494200001000000,3601233.136299999900000
53,54,0,0, ,shuofeng23,硕丰23,11569766.410900000000000,3601254.940099999800000
54,55,0,0, ,shuofeng22,硕丰22,11569745.244200001000000,3601296.420599999800000
55,56,0,0, ,xuezhi24,学知24,11569736.248400001000000,3601334.710299999900000
56,57,0,0, ,xuezhi26,学知26,11569706.615000000000000,3601388.422199999900000
57,58,0,0, ,xuezhi25,学知25,11569759.531800000000000,3601390.549399999900000
58,59,0,0, ,shuofeng9,硕丰9,11569911.932100000000000,3601267.171500000200000
59,60,0,0, ,shuofeng10,硕丰10,11569954.265500000000000,3601234.199899999900000
60,61,0,0, ,shuofeng11,硕丰11,11569892.352900000000000,3601219.309400000100000
61,62,0,0, ,shuofeng13,硕丰13,11569965.907199999000000,3601181.019700000100000
62,63,0,0, ,shuofeng12,硕丰12,11569887.061200000000000,3601174.106300000100000
63,64,0,0, ,shuofeng14,硕丰14,11569983.898900000000000,3601108.162899999900000
64,65,0,0, ,shuofeng15,硕丰15,11569910.344599999000000,3601118.799000000100000
65,66,0,0, ,xuezhi16,学知16,11569888.496600000000000,3601070.478199999800000
66,67,0,0, ,xuezhi17,学知17,11569879.123700000000000,3601042.751400000000000
67,68,0,0, ,xuezhi18,学知18,11569868.261000000000000,3601004.665599999900000
68,69,0,0, ,xuezhi19,学知19,11569857.957000000000000,3600975.744400000200000
69,70,0,0, ,shuofeng20,硕丰20,11569951.619600000000000,3601054.450999999900000
70,71,0,0, ,shuofeng19,硕丰19,11570014.061400000000000,3601049.664799999900000
71,72,0,0, ,shuofeng18,硕丰18,11569989.190600000000000,3600980.530600000200000
72,73,0,0, ,shuofeng16,硕丰16,11569969.611400001000000,3600908.205600000000000
73,74,0,0, ,shuofeng17,硕丰17,11569916.165400000000000,3600947.027100000100000
74,75,0,0, ,bohan5,博瀚5,11569868.302500000000000,3600890.961900000000000
75,76,0,0, ,bohan6,博瀚6,11569914.263699999000000,3600857.251300000100000
76,77,0,0, ,bohan4,博瀚4,11569880.687100001000000,3600836.231000000100000
77,78,0,0, ,bohan3,博瀚3,11569846.010000000000000,3600868.580000000100000
78,79,0,0, ,bohan1,博瀚1,11569823.255799999000000,3600845.446599999900000
79,80,0,0, ,bohan2,博瀚2,11569856.390500000000000,3600809.722399999900000
80,81,0,0, ,penquan,喷泉,11568885.531900000000000,3600216.061300000200000
81,82,0,0, ,nanmen,南门,11568614.587500000000000,3599840.998399999900000
82,83,0,0, ,xiaoximen,小西门,11568504.142500000000000,3600941.623199999800000
83,84,0,0, ,ximen,西门,11568780.719000001000000,3601323.403700000100000
84,85,0,0, ,shuofeng2,硕丰2,11569291.271199999000000,3601405.745699999900000
85,86,0,0, ,shuofeng5,硕丰5,11569321.698400000000000,3601333.287700000200000
